user_story_id,story_text,moscow_priority,importance_score,stakeholder_role,project_stage,iteration_count,feedback,sentiment,timeline_prediction,budget_prediction,actual_timeline,actual_budget,team_skills
4153,"As a designer, I need use advanced tools to achieve business goals.",Must,4,Tester,Development,1,We are satisfied with the current functionality.,Neutral,53.18,19933.65,61.64,20841.71,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4154,"As a manager, I wish to test the application thoroughly so I can satisfy clients.",Should,9,Tester,Development,3,The feature works great but could use some improvement.,Positive,69.2,17222.76,69.16,17831.74,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4155,"As a tester, I want to test the application thoroughly so that achieve business goals.",Should,8,Developer,Development,1,This part of the system needs a complete overhaul.,Negative,64.08,22962.27,63.06,22615.93,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
4156,"As a manager, I wish to design the interface so I can satisfy clients.",Must,6,Developer,Testing,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,46.24,15842.56,51.7,17673.12,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4157,"As a stakeholder, I must test the application thoroughly in order to enhance usability.",Should,2,Product Owner,Development,4,The feature works great but could use some improvement.,Positive,60.23,38175.38,68.93,38803.57,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4158,"As a product owner, I wish to plan the sprint so I can enhance usability.",Could,8,Developer,Deployment,3,This part of the system needs a complete overhaul.,Negative,15.16,7524.03,15.24,6681.28,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4159,"As a developer, I need validate the design to achieve business goals.",Must,5,Manager,Development,1,Excellent implementation! Great work.,Neutral,80.42,40066.45,78.93,41275.88,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4160,"As a manager, I need access the test environment to ensure quality.",Should,10,Developer,Testing,3,The feature works great but could use some improvement.,Positive,66.24,19572.1,72.92,20199.84,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4161,"As a designer, I am required to deploy the software to achieve meet deadlines.",Won't,9,Tester,Deployment,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,48.8,24741.35,46.19,24878.62,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
4162,"As a product owner, I want to design the interface so that meet deadlines.",Must,3,Manager,Sprint Planning,4,Excellent implementation! Great work.,Neutral,5.48,13749.97,11.23,13159.44,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4163,"As a stakeholder, I wish to create detailed reports so I can achieve business goals.",Must,8,Manager,Development,3,The feature works great but could use some improvement.,Positive,116.03,64387.49,115.43,65539.77,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
4164,"As a manager, I must plan the sprint in order to deliver value.",Could,5,Manager,Sprint Planning,2,Excellent implementation! Great work.,Neutral,89.63,33822.48,93.31,34994.65,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
4165,"As a product owner, I wish to create detailed reports so I can enhance usability.",Must,4,Product Owner,Development,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,79.08,24778.29,85.74,26337.61,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4166,"As a designer, I want to create detailed reports so that satisfy clients.",Must,4,Product Owner,Development,1,This part of the system needs a complete overhaul.,Negative,71.23,14286.28,80.27,15104.31,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
4167,"As a manager, I want to design the interface so that enhance usability.",Must,7,Manager,Development,5,This part of the system needs a complete overhaul.,Negative,63.5,27681.72,71.16,27375.82,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
4168,"As a tester, I am required to design the interface to achieve achieve business goals.",Should,10,Manager,Testing,5,"The design aligns well with our goals, but testing needs more focus.",Neutral,98.7,44923.61,97.1,46044.25,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
4169,"As a tester, I am required to design the interface to achieve meet deadlines.",Should,8,Product Owner,Development,1,We are satisfied with the current functionality.,Neutral,73.05,35247.62,68.56,36699.7,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4170,"As a developer, I must deploy the software in order to deliver value.",Won't,6,Developer,Deployment,3,"The interface is user-friendly, but performance needs improvement.",Neutral,41.77,9941.21,46.97,9489.31,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4171,"As a developer, I need use advanced tools to meet deadlines.",Won't,4,Product Owner,Sprint Planning,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,110.0,44322.95,108.46,45157.9,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
4172,"As a tester, I need review the user stories to ensure quality.",Should,7,Manager,Sprint Planning,1,"Not satisfied with the outcome, requires a fix.",Neutral,53.7,8935.36,56.36,9351.15,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4173,"As a developer, I need manage tasks effectively to achieve business goals.",Won't,9,Tester,Development,3,"Not satisfied with the outcome, requires a fix.",Neutral,72.28,29438.96,77.44,29702.64,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
4174,"As a tester, I need collaborate with the team to deliver value.",Should,10,Product Owner,Deployment,5,We are satisfied with the current functionality.,Neutral,71.08,27213.76,75.24,28427.41,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4175,"As a developer, I must review requirements in order to satisfy clients.",Should,9,Tester,Sprint Planning,1,We are satisfied with the current functionality.,Neutral,71.71,27613.91,69.8,27930.99,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
4176,"As a stakeholder, I must design the interface in order to enhance usability.",Must,1,Tester,Testing,3,We are satisfied with the current functionality.,Neutral,6.67,12411.49,11.41,13560.52,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
4177,"As a product owner, I must plan the sprint in order to meet deadlines.",Could,10,Product Owner,Development,1,Excellent implementation! Great work.,Neutral,126.48,51121.5,128.01,52841.28,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4178,"As a developer, I am required to review requirements to achieve satisfy clients.",Should,3,Developer,Testing,3,"Not satisfied with the outcome, requires a fix.",Neutral,74.64,45855.58,74.01,47041.92,"{'developer': 'expert', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
4179,"As a tester, I want to test the application thoroughly so that achieve business goals.",Should,6,Developer,Development,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,81.29,33410.3,84.37,32811.7,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4180,"As a designer, I want to review requirements so that meet deadlines.",Must,7,Product Owner,Deployment,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,67.4,33658.19,65.94,34031.28,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
4181,"As a designer, I wish to review requirements so I can deliver value.",Must,1,Tester,Sprint Planning,3,This part of the system needs a complete overhaul.,Negative,7.92,8133.52,17.24,9934.38,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4182,"As a developer, I need review the user stories to deliver value.",Should,9,Manager,Deployment,4,This part of the system needs a complete overhaul.,Negative,37.27,16868.4,39.98,18685.49,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
4183,"As a designer, I need access the test environment to achieve business goals.",Should,1,Product Owner,Development,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,115.57,28971.74,120.72,29769.34,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
4184,"As a developer, I must create detailed reports in order to satisfy clients.",Must,5,Tester,Sprint Planning,2,Excellent implementation! Great work.,Neutral,27.31,18386.47,32.09,18799.73,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
4185,"As a stakeholder, I need access the test environment to ensure quality.",Should,4,Manager,Deployment,2,This part of the system needs a complete overhaul.,Negative,101.53,54969.04,109.8,56601.44,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
4186,"As a manager, I need use advanced tools to ensure quality.",Could,1,Tester,Sprint Planning,1,The feature works great but could use some improvement.,Positive,62.76,14844.38,59.87,14898.6,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
4187,"As a designer, I must deploy the software in order to deliver value.",Won't,5,Tester,Deployment,3,This part of the system needs a complete overhaul.,Negative,66.25,31905.66,65.13,31593.66,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4188,"As a designer, I want to deploy the software so that satisfy clients.",Won't,1,Product Owner,Sprint Planning,1,"The interface is user-friendly, but performance needs improvement.",Neutral,111.38,58024.02,109.04,59619.13,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
4189,"As a stakeholder, I want to review requirements so that satisfy clients.",Should,4,Product Owner,Testing,5,Excellent implementation! Great work.,Neutral,41.65,19956.52,37.64,21513.02,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'beginner'}"
4190,"As a product owner, I want to review requirements so that meet deadlines.",Should,3,Product Owner,Testing,1,The feature works great but could use some improvement.,Positive,45.48,26753.98,44.66,27993.91,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
4191,"As a product owner, I must design the interface in order to satisfy clients.",Must,6,Developer,Development,3,This part of the system needs a complete overhaul.,Negative,22.35,12731.15,29.02,14288.42,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
4192,"As a stakeholder, I wish to plan the sprint so I can meet deadlines.",Could,6,Developer,Testing,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,97.29,46641.62,93.55,45641.76,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
4193,"As a tester, I want to design the interface so that ensure quality.",Should,10,Manager,Development,4,The feature works great but could use some improvement.,Positive,44.6,15164.24,41.95,14970.92,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
4194,"As a tester, I wish to test the application thoroughly so I can enhance usability.",Should,4,Manager,Development,1,"Not satisfied with the outcome, requires a fix.",Neutral,88.89,25060.14,85.03,26399.26,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
4195,"As a developer, I am required to plan the sprint to achieve meet deadlines.",Could,9,Tester,Development,1,"The design aligns well with our goals, but testing needs more focus.",Neutral,84.2,26685.23,93.07,27802.96,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
